,comment,toxic
12674,"Хоть и поздно, но традицию нарушать нельзя.",0.0
1948,"В регионах тоже часто низкий уровень. Особенно сейчас, когда финансирование вуза зависит от числа студентов. Чтобы не закрывать кафедры и направления вузы с неохотой отчисляют даже оболтусов. Ведь от вуза ещё и требуют определённого количества выпускников, а не качество и подготовки.
",0.0
7013,"Когда был там чувствуется прям энергетика этого места, аж мурашки..
",0.0
9439,"Абсолютно нет. Я все это видел и читал тысячу раз с намного более приятной подачей. И знаю про историю серии, игры, их разработку и фандом намного больше какого-то хуя с горы да ещё и без харизмы.
",0.0
10875,"Отсосать Шмарию готовы вы, а пидор я? Что-то здесь не так.
",1.0
8130,"В универе учат тому, что большинству программистов не понадобится. Численные методы, мат графика и ффт не нужны для 95 задач. А на эти 5 обывателям и рассчитывать не стоит
",0.0
8852,"А если и изберут, то этот совет все равно ниче делать не будет.
",0.0
60,"Не буду же я постоянно в регионы мотаться. Это хороший вариант на один-два зуба, но не на все. 300 км в одну сторону? Бенза больше сожгу а назад под анастезией вообще не вариант, получается ещё и гостиница и соответственно потеря рабочего дня. Сам много думал, чтобы в Рязани делать, намного дешевле, но если углубиться в подробности не вариант.
",0.0
1237,"Не помню, чтобы меня не пустили в туалет в любом заведении Минска. Такое было последний раз может лет 15 назад.
",0.0
5287,"Такого списка нет. Но все флаги есть в музее, далеко не все в экспозиции, но вот в музее наверняка и описание есть. Может и всети найти можно, но я не искал, я имею ввиду опись, а в сценарии парада, описания нет
",0.0
10450,"Если серьезно, то не так уж все и плохо в этом треке. С атакой и тембром все отлично, нужно над акцентами поработать (стаккато, маркато, легато и вот это вот все), ну и звук Р еще нежней. Если Евген каждую песню позадрачивает по дня три с акцентологом, то критикам нечего будет вякнуть. Но тут к сожалению мешает его самоуверенность. В общем если будет петь какую-то одну и туже программу, то сам подтянет себя через полгодика. А если будет менять репертуар, как перчатки, то и останется крепким любителем-среднячком.
",0.0
12105,"Клюёт на червячка или на мякишь?
",1.0
11748,"Я хочу майдан на Украине и люстрации по всей стране
",1.0
11606,"А по существу вопроса , куда могли исчезнуть гигабайты ? У меня была подобная фигня - забыл отключить вайфай , ушло около 1,5 Гб на обновление приложений , сожрался весь трафик , пришлось докупать. Чтобы такого не повторялось заблочил плеймаркет и в настройках установил лимит и предупреждение, когда остаётся 500 Мб.
",0.0
11145,"Суть-то не в кредитах, а в положении в обществе. Кто-то представитель дефицитной профессии, на резюме которого работодатели слетаются как мухи на мед, а кто-то в случае потери работы будет месяцами пороги обивать лишь бы снова взяли менеджерить крутить гайку. Деление на классы работает так. А кредиты и способность платить по ним не значат ничего - в царской России каждый третий дворянишка имел долгов на три жизни вперед, но холопом от этого не становился.
",0.0
10641,"В 511 тоже большой кармашек. Ширина прорези чуть больше 6 см.
",0.0
10077,"Гузалией Петровой Муслимы, хули от вас всегда проблемы? Вспомните вот этого некогда винрарного знатока, только женился на муслимке Женат на Джамиле Двинятиной (Садуллаевой) - сразу стал поехавшим и обидчивым - устроил скандал в эфире, за что и был выкинут на мороз. Вы все портите, вы как русня, только еще хуже.
",1.0
8051,"А кого сатана убил ? Ради образрванности
",1.0
12685,"Скучный. 90 времени коты тратят на то, чтобы избавиться от ошейника с камерой. но это не точно
",0.0
4910,Зафаршировать хуя...овощами перед этим надобно.,0.0
9080,"Отвечал на все вопросы. Денег никто не просил (кроме таксистов на выезде из Москвы, но я к ним не садился). Это было давно. Если вы хотите побольше узнать об автостопе, то прочтите книгу А. Кротова Практика вольных путешествий , там всё по теме.
",0.0
8208,"наберите в поиске противошумные наушники , много вариантов по разной цене
",0.0
963,"Почему их импортируют? Тут нет технологий?
",0.0
12383,"Кстати есть еще один БОЛЬШОЙ плюс туда пойти это отсутствие большого количества женщин за 40, я конечно против них ничего не имею, но когда я в первый раз пошел в автошколу черт меня дернул пойти в частную ближе к дому, там примерно 70 таких дам которые сидят и постоянно спрашивают наитупейшие вопросы в стиле на какой сигнал светофора ехать. Меня хватило занятия на 4 и я убежал к армейцам там конечно тоже были но их было не много, в основном молодежь. И эти дамы просто все внимательно слушали и иногда уточняли то что им было не до конца понятно.
",0.0
1215,"Мы летали AZAL-ом несколько раз, и было прям вопиюще дёшево! Правда два года уж не был в Баку, не знаю, может что-то изменилось..
",0.0
11140,"Если кот за 7 млн условно съест кролика за 2 млн, будет ли он стоить 9 млн?
",0.0
3412,"В беларуси норм платят за кровь и плазму. 50 долларов за кровь, и чуть больше за плазму.
",0.0
1006,"Выхлопная система наоборот добавляет, выпускной тракт это не просто труба, это целая наука, и не только на двухтактных моторов. Штатная система это компромисс, так как должна быть тихой, однако сняв ее, мощность станет еще ниже (касаемо только атмосферных моторов), модернизацией выхлопа можно увеличить мощность двигателя и его ВСХ, но только в определенных режимах, при этом потеряв в других, плюс почти не имеет смысла трогать выпуск не меняя впуск. Изменяя резонансную длину ранеров впускного коллектора, надо менять тоже самое и на выпуске, иначе на выходе будет херня и скорее всего потеря мощности.
",0.0
5080,"это тоже есть, от сторожа до главврача все кумовья - хохлы ведь в основном
",1.0
2943,"Это не ваши тезисы? При этом поставщики исходных материалов охренели: плановых запасов не хватило, отдали всё передовику производства, остальные участки остались без сырья. ОТК ушел в себя от переработки, потому как на контроль сверхплановой продукции ресурсов заложено не было. Склад - тот просто крыл всех на чистом французском (Пуркуа, Мишель?!), потому как места под складирование сверхплановой продукции не было предусмотрено. Сбытовики просто не понимают, кда это всё девать. То есть вся логистическая и производственная цепочка пошла... поперёк борозды. Я то как раз вижу производство как цепочку взаимосвязанных процессов, как систему. Вы работали непосредственно на каком-либо производстве? И нарушение работы в одном из элементов системы приводит к сбоям в системе в целом. Согласен, но есть нюанс: то, что вы описали, может произойти только при тотальном долбоебизме и неумении даже минимально организовывать. Если есть 15 заготовок, которые надо сделать за смену, а их сделали за пол-смены... станок переналадят на следующую деталь или он будет стоять. Один из принципов современной организации- делать столько, сколько надо. Хоть ты трижды план переделай, никто тебе не будет подгонять деталей больше, чем нужно. Поэтому к сбоям в системе в целом передовик не приведет никак в принципе, если не наделает брака. П.С. Сама система передовиков была актуальна, когда было дохрена и выше того, где еще была возможность реально сделать сильно сверх нормы. Сейчас почти любое шевеление на нормальном производстве оптимизируется на этапе внедрения, и основная цель- снижение затрат разного рода и ущерба.
",0.0
5313,"Ну да не знаю, вроде фильм закончен. Хотя и короткий, меньше часа. Тяжёлый очень. Вообще Балабанов для меня как Хичкок. Больше 1-2х раз смотреть не могу.
",0.0
7360,"Фильм супер, а капитан мне всегда Чака Нориса напоминаль
",0.0
5244,"Речь уже не идёт о возврате средств. Как привлечь к ответственности?
",0.0
514,"Пост про жадность, о том, как человек оплативший не предоставил халявы человеку предвкушающему?
",0.0
9527,"Пусть это останется тайной) но отчество совершенно неподходящее
",0.0
2336,"Странное сравнение. Любая гейша (как и гетера) - проститутка, но не любая проститутка - гейша (гетера). Если отбросить элементы культурного колорита, останутся просто элитные проститутки, ни больше, ни меньше.
",1.0
1306,"Мне было немного проще. На работе особо не поиграешь, но пробежаться по локалкам вполне себе можно. В здравом уме ни 1 нормальный человек не будет задротить все локалки. Первые пару недель после их введения в легионе было неплохо, но потом пришло осознание адовости сего процесса. Правда локалки кирин-тора с прыжками доставляют до сих пор...
",0.0
12578,"Ага. Просто менеджер: К 29 августа 2013 года Сечин довёл свою долю в акционерном капитале компании до 0,0849 , приобретя акций почти на 2 млрд рублей, в том числе и за счёт банковского кредита. Мотивируя увеличение своей доли, Сечин пояснил, что акции Роснефти недооценены, а инвестирование средств в развитие своей компании считает положительной тенденцией для руководства 57 . В марте 2014 года увеличил свою долю до 0,1273 , потратив на приобретение акций более 1 млрд рублей 58 . Вы не знаете что означает владение акциями и другими ценными бумагами?
",0.0
10991,"Поставить на 3 года в гараж, спустя 3 года с него ничего взыскать нельзя будет.
",0.0
7444,"А какая песня там играла? Рекламу помню, музыку нет.
",0.0
8263,"Интересная версия. Не, а почему нет, вполне возможно. По крайней мере я не исключаю
",0.0
8911,"У нас компания, обслуживающая домофон никак не связана с управляющей компанией.
",0.0
11702,"Етить налево, ох уж мне эта эпопея тупых баб, домофонов и врачей. Вечно эти объявления на дверях (хоть перестали, бестолочи, писать прямо на двери), тряпочки и камни, подпирающие дверь. Вершиной явилась записка на днях Спасибо, люди добрые, что к ребенку не смог попасть врач .
",1.0
8687,"Обычный несчастный самсунг j7 на 3800, тратится порядка 30 гигов инета в месяц в ютубе и прочей хрени (не считая остального использования), зарядка 1 раз в 2 дня. Скоро 3 год пойдет, так что не помимаю, что вы там покупаете)
",0.0
4111,"Наблюдал как-то картину, как не поделив дорогу, 2 авто остановились, один вышел с газовым, второй с перцовкой, пизды получил тот кто с газовым, ибо промахнулся с двух выстрелов.
",0.0
11559,"В том то и дело что собственник не может угнать машину сам у себя) на мой взгляд тут крайне интересная ситуация с точки логики и юриспруденции.
",0.0
9872,"Заметил другое, что спустя год использования телефона батарея резко начала разряжаться за 10-12 часов, хотя до этого спокойно держала заряд сутки даже при активном использовании. И еще проверяй, телефон любит самопроизвольно включить GPS, это тоже нехило всаживает батарею.
",0.0
9085,"А при чем тут сложный характер? В случае с ТС и вовсе, думаю, говнистость имеют ввиду, под сложностью. Потому что чаще всего именно так и бывает в жизни.
",0.0
11596,"Когда же вас минусить начнут за анекдоты которые повторяются из поста в пост... Я бы рассказал тебе про палатку с шаурмой, но есть нюанс - тут мне карта поперла! Ты знаешь правила.
",0.0
1930,"Это уже давно происходит - МАДИ под любыми предлогами и без законных оснований забирает автомобили таксистов. При этом нелегалов не трогает. Только тех, у кого есть лицензия на перевозку пассажиров. За подробностями - см. youtube-каналы Столица мира или Мих Мих .
",0.0
6702,"В свете последних событий доступ к гражданскому гладкоствольному оружию упрощён проще некуда. Затратно по деньгам, но получить лицензию на покупку можно любому. Но успеешь ли применить в ситуации когда жизни будет кто то угрожать. Другой вопрос в законодательстве после применения. Хотя наверное лучше пусть 12 судят чем 6 несут.
",0.0
7645,"Лол, ваша братия первые нацики в татарстане, а я всего лишь констатирую факт
",1.0
3906,"желательно только с пруфами возраста проживания бабушки по данному адресу. А то знаете-ли - свежо воспоминания от сидельца в тюряге,которые так ловил чужое в ивенте Анонимный дед мороз на пикабу... но дело хорошое,ежели правдивое
",0.0
8322,"Я не знаю, как в совке, а в Союзе отношение к чужим вещам было не в пример ответственнее!! Во всяком случае, по моим наблюдениям и в разговорах родителей и их друзей.
",0.0
2736,"это просто перемотка назад
",0.0
1312,"а ученые то и не знают!?
",0.0
12758,"Был я там. Полиция там не о чем .
",0.0
5853,"ну хз, я никого кормить не буду тем, что сам не ем, а мясо у меня не в каждом блюде. Да и вряд ли, человек с аллергией например, на морепродукты будет готовить их для меня, даже если я такой страстный фанат креветок. Я на веганов за это не в обиде, если они насильно не пропагандируют свое мнение, тащемто насилие в людом виде не есть хорошо
",0.0
7235,"Еблан. Ты погугли сколько арийцев обожранных детей убивают на пешеходных переходах.
",1.0
181,"такими отраслями, с которыми обычные капиталисты не справятся (напри Космос плохой пример. Возьмём к примеру метро или мост какой-нибудь большой. Есть, например, остров где живёт 3.5 анонимуса. Сами эти анонимусы нифига никому не нужны. Если государство покупает паромы и субсидирует перевозки, то жизнь на острове начинает бурлить: открываются магазины, приезжают туристы. Перевозки как были убыточны, так и остались. Но из-за того, что появилась экономическая деятельность, этот регион начал генерить больше прибыли больше налогов, которые, в частности идут на субсидии и инфраструктуру. Так убыточная в частности инфраструктура приносит прибыль всем.
",0.0
10007,Жириновский очень точно сформулировала лозунг отечественного ресентимента.,1.0
762,"Русачки были пушечным мясом империи.
",1.0
4221,"вот вы заморочились) но спасибо)
",0.0
5847,"Ищу инвестора. Бизнес план: закупаем таких птиц, создаём мини ферму, разводим, делаем рекламу на канале Охота и рыбалка заряжаем птиц оптом в крупные рыболовные магазины. Пока птицы пребывают на ферме, периодически вывозим их в поля , они ловят рыбу, параллельно сбываем рыбу в рыбные магазы.
",0.0
4597,"Дружище, спасибо большое! Билеты куплены.
",0.0
8195,"тут неизвестно за что именно ее уволили , не исключаю , что это уже не первая ошибка медсестры просто .
",0.0
10402,"Ага, публично на коленях, отсосать у них по очереди.
",1.0
5760,"И откуда ты высрал про нулевой постинг? С дойкодибилом у тебя заебатый постинг? Может вы на пару эту хуету пишите? Два хуесоса, блять, больных на голову.
",1.0
4381,"Тебя ебет? Она тебя вроде не трогает, зачем лезть в её пространство личное. Как бабки подъездные.",1.0
7951,"я думаю это нормальный этап развития. Мы можем его не пережить, и тогда от нас как от цивилизации ничего не останется. А можем пережить и пойти дальше. Я сравниваю сегодняшнее время с началом средневековья в Европе. По моей аналогии мы сейчас где-то в 5-ом веке нашей эры, в последние годы жизни древнеримской цивилизации. Происходящие тогда события тоже казались современникам концом света. Цивилизация пала, чтобы стать компостом для следующей цивилизации. Но сначала были века отсталости и феодализма. Византия продлила свое существование на 1000 лет, чтобы точно так же развалиться. Мне видится, что это лишь подтверждает, что у всего есть свой конец, и надо уметь с этим мириться.
",0.0
7057,"Во, у нас такие же стояли. Провода были алюминька. И один провод был оголенный и загнулся вверх, доставал до стенки зеленого подрозетника. Этот провод и трогал край медной рамки. И возможно контактировал с металлической основой сверху.
",0.0
9155,"что это было? Кто нибудь объяснит смысл произошедшего? в чем их логика
",0.0
11277,"Оборудование на линии ремонтировали.
",0.0
6833,"Ну не знаю, у меня ровно наоборот после просмотра Баллады и Эль Рояля. Баллада - есть пара интересных историй, но в целом очень пустой фильм. Да красивый и с вниманием к детялям, как всегда у Коэнов, но с отвратительными окончаниями историй...как всегда у Коэнов. Если этот фильм не смотреть - ничего важного не упустишь Зато Эль Рояль очень интересный. Максимально раскрыли всех персонажей. Хороший, законченный сюжет и интересные герои. Как по мне он не затянутый, но даже если да, то затянут он намного меньше, чем Баллада. Сюжетная линия там обрублена только одна. С агентом...хотя это всё равно вписывается в сюжет, потому что события так быстро развиваются, что эта линия просто не успевает продолжиться по хронологии. Всё. Остальное до конца доведено.
",0.0
4804,"Т9 однако с Кронштадтом также путаюсь
",0.0
5651,"Барыги айтишники чиновники и менты ну последние нужна протекция чтобы расти.
",1.0
295,"Где же я говорил неправду? Назвал русофоба русофобом? Или сказал, что состояние русофобии ненормально?
",0.0
2733,"Там лёд есть, нахрена мост!
",0.0
2391,"Раньше был вообще другой формат стримов. Тогда и сейчас - как будто совершенно разные люди.
",0.0
1501,"Взять того же just илью. Мож он и норм, но количество хуйни невпопад было запредельным. джаст хуйня Киностримы с этой свинотой плебейской слушать невозможно. Маргинул проявляет фантастическую деликатность к этому пидору, у которого познания в фильмах ещё более хуевые, чем у конины. Лучше бы Кэбота звал, да кого угодно, хоть пиздючего ПИКУЛИ , чем этого убогого васяна подпивасовича. Феноменальный кринж от этой антропоморфной рецензии с кинопоиска.
",1.0
3471,"Чаще всего агрессия и агрессивность проявляется на развлекательных молодежных ресурсах и форумах с политической тематикой, выяснили эксперты. Ч а ще всего кибербуллингом занимаются молодые люди и девушки в возрасте до 19 лет Аналитический центр Brand Analytics провел исследование кибербуллинга в российских социа л ьных медиа, чтобы определить, какие есть особенности у хейтеров в русскоязычном интернете. Итоги исследования есть в распоряжении РБК. Brand Analytics использовала два типа материалов из открытых русскоязычных интернет-источников: во-первых, сообщения из соцмедиа за октябрь 2018 года, их общ е е число превысило 6,8 млн; во-вторых, были проанализировано частотное распределение слов за декабрь того же года. В компании отмечают, что рассматривали кибербуллинг как одно из проявлений агрессии (наряду с расизмом, харрасментом, сексизмом и пр.), то есть направленного воздействия на объект с целью нанести ему ущерб. В интернете таким воздействием может быть снижение с помощью те к ста статуса субъекта или объекта сообщения. Также сообщения анализировались на содержание агрессивности, то есть языковой реакции человека на негативное воздействие внешнего окружения или собственную внутреннюю неудовлетворенно с ть. Из проанализированных почти 7 млн сообщений агрессивность несли около 5 . Эксперты пришли к выводу, что чаще всего агрессия и агрессивность встречаются на развлекательных доменах юношеской возрастной категории (в качестве примеров приводятся 2ch.hk, yaplakal.com, pikabu.ru), киберспортивных ресурсах (prodota.ru, dota2.ru и пр.), а также на форумах, где обсуждаются п олитические темы (echo.msk.ru, politforums.net и др.). При этом на последних уровень агрессии был заметно выше уровня агрессивности. Иначе говоря, обсуждая политику люди достаточно часто переходят на личности , поясняют в Brand Analytics. Далее в списке с небольшим отставанием идут женские сайты и форум ы автолюбителей. Чаще всего (более 86 сообщений) пользователи, чьи сообщения содержали агрессию, не обращали их против личности, а реагировали таким образом на события. Сообщения с агрессией, направленные на конкретное лицо или группу людей, 13,9 . Реже всего пользователи соцсетей проявляли агрессию в отношении неодушевленного объекта (около 2,1 ). Как и ожидали а н алитики, относительная агрессивность мужской части пользователей оказалась выше, чем женской, а пики агрессивного поведения и у мужской, и у женской части пользователей были зафиксированы в возрастных группах 14 19 лет и 25 35 лет. Максимальный пик 14 лет, эксперты связали это с тем, что большинство соцсетей допускает регистрацию пользователей только при достижении этого возраста. У пользователей старше 35 лет уровень агрессивности постепенно снижается, однако у женщин вновь поднимаетс я в возрасте 55 65 лет. Эксперты также установили, что чаще всего пользователи проявляли агрессивность с помощью наречий и междометий (по интенсивности употребления около 70 от всех частей речи), реже с помощью глаголов и прилагательных. Подробнее на РБК:",1.0
8461,нет там никаких дисков,0.0
49,"была новость что перед падением индонезийского боинга пилоты читали инструкции
",0.0
11392,"У меня тоже много знакомых курят, но при этом, как правило еще и алкоголь употребляют. Но вот знакомых пьющих у меня гораздо больше (сюда входят и те, кто курит). всегда было и будет так, что то что разрешено- того больше будут употреблять. Представь, что в мире есть только марихуана, ты думаешь не будет преступлений? Примерно столько же, сколько, если в мире будет только алкоголь. ИМХО. Во времена сопливого 20ти летнего студенчества, живя в общаге, знавал людей, которые обкурятся и пошли по общаге бурагозить, а также знавал тех, кто под водочку собирают веселые компании с гитаркой. А вот покажи мне статистику преступлений под марихуаной. Я сказал на чем основано мое мнение, так же сказал, что считаю неуместным сравнение подобной статистики, потому, что алкоголь легален и его можно купить на каждом углу, а марихуану достать сложнее.
",0.0
2445,"Так вы же сами взяли тех депутатов, которые приняли закон Яровой и повышение НДС.",0.0
11604,"Смотря у кого заказывать. Я с когда еБея из Кореи заказывал, то доставка была бесплатной. Заказывал себе пятилезвенный станок с батарейкой и 9-ю лезвиями в комплекте за неполных 2000р. С учётом того, что эти лезвия живут дольше, чем gillette fusion. Можно было купить пятилезвенный станок (обычная ручка) с 17-ю лезвиями в комплекте за 2700. Не знаю как сейчас.
",0.0
2035,"чего это ты там такого делаешь, что у котейки во взгляде такие флешбэки?
",1.0
2889,"То, о чём вы говорите - не есть полное выключение. Это парковка головок и остановка шпинделя.
",0.0
6413,"Если нарушение устранимо на месте - устраняешь и двигаешься дальше. Если нет - эвакуатор наше всё. И да, штрафовать могут хоть каждые 50 метров
",0.0
6981,"У меня что-то среднее между вами было. Ловил себя на мысле, что если бы не здоровье, финансы и социальные ограничения ( гаи номер один, конечно) - то пил бы каждый день. По немножку. Понимал, что дозу придётся увеличивать. Главную роль сыграла жена. Она всегда была против и ее несомненное недовольство перевесило мое сомнительное удовольствие. Импульс был настолько сильный, что вполне хватило первых десятков страниц Алена Карра Легкого способа... Десять лет назад бросил курить, прочтя его книгу о курении. Главное, что не хватало, - веры в то что без алкоголя нельзя не разорваться от внутреннего напряжения. Можно. Но надо искать замену...
",0.0
8375,"Свинуту давай шебм. Отрабатывай пайку в минстеця.
",1.0
8720,"Если пытаться играть за Николая Второго и выиграть, то вступать в игру надо гораздо раньше, чем февраль 1917. В феврале 1917 Николай уже не мог что то изменить, было слишком поздно.
",0.0
10231,"Ну так это проблема исключительно ДС и Парижа. В 30км этническая ситуация серьезно не поменялась за 30 лет. И еще за 30 лет не поменяется. Столицы конечно самые богатые города и центры власти в европейских странах но я не думаю что в приемушественно белой Франции или России небелое меньшинство сможет оказать серьезное влияние на политику всего государства.
",0.0
1284,"У нас в отделе принято каждые полтора часа проводить проветривания. Открываем окна и на 5 минут выходим в коридор, где просто общаемся и занимаемся всякой нерабочей фигнёй. Норм вариант для тех кто не курит.
",0.0
11574,"Это сорт лимонный гигант - я на даче выращивала - без всяких хитростей вырастают такие огромные плоды. Очень вкусные - мясистые и сочные.
",0.0
930,"Извини,но испытывать химию на потребителях как минимум не выгодно для производителей.Из-за таких вот испытаний сколько дел в США выигрывалось,где какая-нибудь дамочка траванулась курицей.Мне кажется,что в данном случае парни тупо решили маркетинговую кампанию провести таким вот странным образом.
",0.0
11634,"Чем заниматься пока он бегает я уже примерно придумал) оценку я пока сделал только внешнюю, скрытые пока не делал, сделаю скрытую, узнаю сумму, обращусь в независимую, если насчитают больше, буду действовать через них... Ну это планы. Ну а когда уже будет все посчитано, планировал продать машину, а не ремонтировать
",0.0
11859,"Не поймаешь, плюс постаил. Да это понятно, клиенту даётся выбор, быстрее и дешевле или дольше и дороже. И нам тоже удобнее заменить целиком, но не всегда так получается, да и такой ремонт менее интересен.
",0.0
6172,"Здесь нет кассиршь Галь, И нет здесь кассиршь Зин, Пакупку не отменят, знай Это Печальный магазин
",0.0
9078,"Ох уж эта массовая газификация населения от европейских специалистов
",0.0
11143,"Депутат? Перелогинься!
",0.0
339,"В случае, если повтор приближается к значениям, позволяющим оставить его в ленте пользователей, модератор вправе приостановить обработку призыва на срок до 3 часов. Если за указанный период пост не набирает необходимую разницу с оригиналом, он переносится в баяны. Пост активно набирает рейтинг. Так что посмотрим, что будет.
",0.0
7289,"Чинить, один хрен - не найдут: не в их интересах
",0.0
11765,"как бесят меня эти псевдорустикалы.
",1.0
7955,"Другими словами, прикольную или не очень модельку, которая в лучшем случае даст тебе материалов для крафта (не уникальных), в худшем просто моделька на которую можно попялиться.
",0.0
5183,"Когда светил на концертах дискотеках, тоже отплясывал. Оказалось, это ещё нравится заказчикам, типа чувствуешь музыку и свет лучше. диджеем тоже был, по необходимости...плохим, но свести треки , со схожим бпм, было не трудно .
",0.0
8586,"отличная планировка, мастер бедрум и три спальни.
",0.0
4843,"Да ? А сколько лет назад вы интересовались темой насчет бридеров ? А ведь это очень важно, по сути вопрос выживаемости человечества.
",0.0
